Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
aronia melanocarpa black chokeberry,"3
– 8",29,shrubs,11,"full sun, partial sun",5,"3'
– 6'
(90cm
– 180cm)","3'
– 6'
(90cm
– 180cm)",average,4,,well-drained,12,"deer, drought, dry soil, salt, wet soil",beds and bordershedges and screensponds and streamsrain gardenssmall gardens,city and courtyardinformal and cottageprairie and meadowtraditional garden,0,2,0,2,3,6,90,180.0,6,5
aronia melanocarpa ground hug black chokeberry,"3
– 8",29,shrubs,11,"full sun, partial sun",5,"8""
– 2'
(20cm
– 60cm)","3'
(90cm)",average,4,,well-drained,10,"drought, salt",banks and slopesbog gardensground covers,city and courtyardinformal and cottage,12,3,17,3,3,,90,,6,5
artemisia powis castle,"6
– 9",30,shrubs,12,full sun,2,"2'
– 3'
(60cm
– 90cm)","3'
– 6'
(90cm
– 180cm)",average,0,,well-drained,18,"deer, drought, rabbit, dry soil",beds and borders,gravel and rock gardeninformal and cottagetraditional garden,1,1,1,1,3,6,90,180.0,0,0
artemisia abrotanum southernwood,"4
– 8",31,"perennials, shrubs",12,full sun,6,"2'
– 4'
(60cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",low,4,,well-drained,19,"deer, drought, rabbit, dry soil",beds and bordershedges and screenspathwayspatio and containers,informal and cottagemediterranean garden,1,15,1,15,2,3,60,90.0,1,5
artemisia douglasiana douglas mugwort,"6
– 10",32,"perennials, shrubs",12,"full sun, partial sun, shade",2,"3'
– 5'
(90cm
– 150cm)","3'
– 4'
(90cm
– 120cm)","low, average",0,,"moist but well-drained, well-drained",7,deer,ground covers,informal and cottageprairie and meadow,0,0,0,0,3,4,90,120.0,0,3
artemisia filifolia sand sagebrush,"4
– 8",33,shrubs,12,full sun,2,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",low,8,,well-drained,20,"clay soil, drought, dry soil, rocky soil",banks and slopesground covershedges and screens,informal and cottagemediterranean garden,0,15,0,15,3,4,90,120.0,1,5
artemisia tridentata big sagebrush,"4
– 9",34,"shrubs, trees",12,full sun,2,"3'
– 15'
(90cm
– 4.5m)","3'
– 10'
(90cm
– 3m)",low,2,,well-drained,21,"deer, drought, dry soil, rocky soil",banks and slopesground covershedges and screens,informal and cottagemediterranean garden,0,8,0,8,3,10,90,300.0,1,0
aruncus dioicus goats beard,"3
– 9",35,"perennials, shrubs",13,"full sun, partial sun",7,"4'
– 6'
(120cm
– 180cm)","2'
– 4'
(60cm
– 120cm)",high,3,,moist but well-drained,9,rabbit,beds and bordersbog gardenshedges and screensponds and streamsrain gardens,informal and cottagetraditional garden,2,2,2,2,2,4,60,120.0,6,0
asclepias curassavica silky deep red tropical milkweed,"9
– 11",5,shrubs,14,full sun,1,"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,2,,well-drained,1,deer,beds and borderspatio and containers,informal and cottageprairie and meadow,0,15,0,15,2,3,60,90.0,5,4
asclepias curassavica tropical milkweed,"9
– 11",5,shrubs,14,full sun,3,"2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)","low, average, high",2,,well-drained,1,"deer, dry soil, wet soil",beds and borderspatio and containers,informal and cottageprairie and meadow,1,1,1,1,1,2,30,60.0,5,4
berberis koreana korean barberry,"3
– 7",36,shrubs,15,"full sun, partial sun",5,"4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)","low, average",1,,"moist but well-drained, well-drained",17,"deer, drought",beds and bordershedges and screens,informal and cottagetraditional garden,2,2,2,2,4,6,120,180.0,6,1
berberis pinnata california barberry,"7
– 10",37,shrubs,15,"partial sun, shade",4,"3'
– 7'
(90cm
– 210cm)","4'
– 5'
(120cm
– 150cm)","low, average",4,,"moist but well-drained, well-drained",2,deer,banks and slopesbeds and bordershedges and screens,coastal gardeninformal and cottageprairie and meadow,0,16,0,17,4,5,120,150.0,8,3
berberis thunbergii atropurpurea nana japanese barberry,"4
– 8",38,shrubs,15,"full sun, partial sun",5,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)","low, average",4,,"moist but well-drained, well-drained",16,"clay soil, deer, drought, dry soil",beds and bordershedges and screens,city and courtyardcoastal gardengravel and rock gardeninformal and cottage,3,3,3,3,2,3,60,90.0,1,5
berberis thunbergii crimson pygmy japanese barberry,"4
– 8",39,shrubs,15,"full sun, partial sun",5,"1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)","low, average",4,,"moist but well-drained, well-drained",16,"clay soil, deer, drought, dry soil",banks and slopesbeds and bordershedges and screens,city and courtyardcoastal gardengravel and rock gardeninformal and cottage,3,3,3,3,2,3,60,90.0,1,5
berberis thunbergii fireball japanese barberry,"4
– 8",40,shrubs,15,"full sun, partial sun",5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)","low, average",4,,"moist but well-drained, well-drained",9,"clay soil, deer, drought, dry soil",beds and bordershedges and screenspatio and containerssmall gardens,city and courtyardcoastal gardeninformal and cottage,3,3,3,3,1,2,30,60.0,1,5
berberis thunbergii golden rocket japanese barberry,"4
– 8",38,shrubs,15,"full sun, partial sun",5,"3'
– 4'
(90cm
– 120cm)","1'
– 2'
(30cm
– 60cm)","low, average",4,,"moist but well-drained, well-drained",10,"clay soil, deer, drought, dry soil",beds and bordershedges and screenspatio and containers,city and courtyardcoastal gardeninformal and cottage,0,15,0,15,1,2,30,60.0,1,5
berberis thunbergii orange rocket japanese barberry,"4
– 8",38,shrubs,15,"full sun, partial sun",5,"4'
– 5'
(120cm
– 150cm)","2'
– 3'
(60cm
– 90cm)","low, average",4,,"moist but well-drained, well-drained",10,"clay soil, deer, drought, dry soil",beds and bordershedges and screenspatio and containers,city and courtyardcoastal gardeninformal and cottage,2,0,2,0,2,3,60,90.0,1,5
berberis thunbergii f. atropurpurea admiration japanese barberry,"4
– 8",39,shrubs,15,"full sun, partial sun",5,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)","low, average",4,,"moist but well-drained, well-drained",9,"clay soil, deer, drought, dry soil",beds and bordershedges and screenspatio and containerssmall gardens,city and courtyardcoastal gardeninformal and cottage,3,3,3,3,1,2,30,60.0,1,5
berberis thunbergii f. atropurpurea rose glow japanese barberry,"4
– 8",41,shrubs,15,"full sun, partial sun",5,"4'
– 5'
(120cm
– 150cm)","3'
– 4'
(90cm
– 120cm)","low, average",4,,"moist but well-drained, well-drained",16,"clay soil, deer, drought, dry soil",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,2,0,2,0,3,4,90,120.0,1,5
berberis thunbergii f. atropurpurea rosy rocket japanese barberry,"4
– 8",42,shrubs,15,"full sun, partial sun",5,"3'
– 4'
(90cm
– 120cm)","1'
– 2'
(30cm
– 60cm)","low, average",4,,"moist but well-drained, well-drained",10,"clay soil, deer, drought, dry soil",beds and bordershedges and screenspatio and containers,city and courtyardcoastal gardeninformal and cottage,0,15,0,15,1,2,30,60.0,1,5
berberis thunbergii f. atropurpurea purple japanese barberry,"4
– 8",38,shrubs,15,"full sun, partial sun",5,"1'
– 6'
(30cm
– 180cm)","1'
– 6'
(30cm
– 180cm)","low, average",4,,"moist but well-drained,  well-drained",10,"clay soil, deer, drought, dry soil",beds and bordershedges and screens,city and courtyardcoastal gardeninformal and cottage,3,2,3,2,1,6,30,180.0,1,5
berberis verruculosa warty barberry,"6
– 9",25,shrubs,15,"full sun, partial sun",2,"3'
– 6'
(90cm
– 180cm)","3'
– 4'
(90cm
– 120cm)",average,4,,"moist but well-drained, well-drained",4,"deer, drought",banks and slopeshedges and screens,coastal gardeninformal and cottage,0,2,0,2,3,4,90,120.0,0,0
berberis x stenophylla rosemary barberry,"6
– 9",25,shrubs,15,"full sun, partial sun",1,"8'
– 10'
(240cm
– 3m)","12'
– 15'
(3.6m
– 4.5m)","low, average",4,,"moist but well-drained, well-drained",22,"deer, drought, salt",banks and slopeshedges and screens,coastal gardeninformal and cottage,12,12,13,12,12,15,360,450.0,0,0
bougainvillea california gold,"9
– 11",43,"climbers, shrubs",16,full sun,2,"8'
– 30'
(240cm
– 9m)","5'
– 30'
(150cm
– 9m)",low,2,,"moist but well-drained, well-drained",1,"deer, drought, salt",arbors pergolas trellisesbeds and bordersground coverspatio and containerswall-side borderswalls and fences,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,12,7,13,7,5,30,150,900.0,5,4
bougainvillea helen johnson,"9
– 11",43,"climbers, shrubs",16,full sun,2,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",low,2,,"moist but well-drained, well-drained",1,"deer, drought, salt",beds and bordersground coverspatio and containerssmall gardens,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,2,3,60,90.0,5,4
bougainvillea imperial delight,"9
– 11",44,"climbers, shrubs",16,full sun,2,"8'
– 20'
(240cm
– 6m)","6'
– 9'
(180cm
– 270cm)",low,2,,"moist but well-drained, well-drained",1,"deer, drought, salt",arbors pergolas trellisesbeds and bordersground coverspatio and containerswall-side borderswalls and fences,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,12,10,13,10,6,9,180,270.0,5,4
bougainvillea james walker,"9
– 11",45,"climbers, shrubs",16,full sun,2,"8'
– 30'
(240cm
– 9m)","5'
– 30'
(150cm
– 9m)",low,2,,"moist but well-drained, well-drained",1,"deer, drought, salt",arbors pergolas trellisesbeds and bordersground coverspatio and containerswall-side borderswalls and fences,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,12,7,13,7,5,30,150,900.0,5,4
bougainvillea juanita hatten,"9
– 11",45,"climbers, shrubs",16,full sun,2,"8'
– 30'
(240cm
– 9m)","5'
– 30'
(150cm
– 9m)",low,2,,"moist but well-drained, well-drained",1,"deer, drought, salt",arbors pergolas trellisesbeds and bordersground coverspatio and containerswall-side borderswalls and fences,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,12,7,13,7,5,30,150,900.0,5,4
bougainvillea la jolla,"9
– 11",43,"climbers, shrubs",16,full sun,2,"4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)",low,2,,"moist but well-drained, well-drained",1,"deer, drought, salt",arbors pergolas trellisesbeds and bordersground coverspatio and containerssmall gardenswall-side borderswalls and fences,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,2,0,2,0,4,5,120,150.0,5,4
bougainvillea oolala,"9
– 11",43,"climbers,  shrubs",16,full sun,2,"2'
– 3'
(60cm
– 90cm)","6'
– 8'
(180cm
– 240cm)",low,2,,well-drained,1,"deer, drought, salt",beds and bordersground coverspatio and containerssmall gardens,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,1,1,1,1,6,8,180,240.0,5,4
bougainvillea x buttiana afterglow,"9
– 11",43,"climbers, shrubs",16,full sun,2,"8'
– 40'
(240cm
– 12m)","5'
– 30'
(150cm
– 9m)",low,2,,"moist but well-drained, well-drained",1,"deer, drought, salt",arbors pergolas trellisesbeds and bordersground coverspatio and containerswall-side borderswalls and fences,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,12,17,13,18,5,30,150,900.0,5,4
bougainvillea x buttiana barbara karst,"9
– 11",43,"climbers, shrubs",16,full sun,2,"8'
– 40'
(240cm
– 12m)","5'
– 30'
(150cm
– 9m)",low,2,,"moist but well-drained, well-drained",1,"deer, drought, salt",arbors pergolas trellisesbeds and bordersground coverspatio and containerswall-side borderswalls and fences,city and courtyardcoastal gardengravel and rock gardeninformal and cottagemediterranean garden,12,17,13,18,5,30,150,900.0,5,4
buddleja blue chip butterfly bush,"5
– 9",46,shrubs,17,full sun,0,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,0,,moist but well-drained,23,"deer, drought, rabbit",beds and borderspatio and containerssmall gardens,informal and cottage,3,3,3,3,1,2,30,60.0,2,0
buddleja orchid annie butterfly bush,"5
– 10",46,shrubs,17,full sun,0,"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",average,0,,moist but well-drained,23,"deer, drought, rabbit",beds and borderspatio and containerssmall gardens,informal and cottage,1,1,1,1,3,4,90,120.0,2,3
buddleja  weyeriana honeycomb butterfly bush,"5
– 9",47,shrubs,17,full sun,0,"5'
– 7'
(150cm
– 210cm)","4'
– 5'
(120cm
– 150cm)",average,4,,well-drained,23,"deer, drought, rabbit",beds and borders,city and courtyardcoastal gardeninformal and cottage,11,16,12,17,4,5,120,150.0,2,0
buddleja alternifolia alternateleaved butterfly bush,"5
– 9",31,"shrubs,  trees",17,"full sun, partial sun",1,"10'
– 12'
(3m
– 3.6m)","10'
– 12'
(3m
– 3.6m)",average,4,,"moist but well-drained, well-drained",11,"clay soil, deer, rabbit",beds and borderswall-side borders,informal and cottage,5,5,5,5,10,12,300,360.0,2,0
buddleja davidii black knight butterfly bush,"5
– 9",46,shrubs,17,full sun,0,"5'
– 8'
(150cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",average,4,,"moist but well-drained, well-drained",24,"clay soil, deer, drought, rabbit",beds and borders,informal and cottageprairie and meadow,11,13,12,13,4,6,120,180.0,2,0
buddleja davidii buzz ivory butterfly bush,"5
– 9",46,shrubs,17,full sun,0,"3'
– 5'
(90cm
– 150cm)","3'
– 5'
(90cm
– 150cm)",average,0,,moist but well-drained,23,"deer, drought, rabbit",beds and borderspatio and containerssmall gardens,informal and cottage,0,0,0,0,3,5,90,150.0,2,0
buddleja davidii buzz magenta improved butterfly bush,"5
– 9",46,shrubs,17,full sun,0,"3'
– 5'
(90cm
 – 150cm)","3'
– 5'
(90cm
– 150cm)",average,0,,moist but well-drained,23,"deer, drought, rabbit",beds and borderspatio and containerssmall gardens,informal and cottage,0,0,0,0,3,5,90,150.0,2,0
buddleja davidii buzz magenta butterfly bush,"5
– 9",48,shrubs,17,full sun,0,"3'
– 5'
(90cm
– 150cm)","3'
– 5'
(90cm
– 150cm)",average,0,,moist but well-drained,23,"deer, drought, rabbit",beds and borderspatio and containerssmall gardens,informal and cottage,0,0,0,0,3,5,90,150.0,2,0
buddleja davidii buzz midnight butterfly bush,"5
– 9",46,shrubs,17,full sun,0,"3'
– 5'
(90cm
– 150cm)","3'
– 5'
(90cm
– 150cm)",average,0,,moist but well-drained,23,"deer, drought, rabbit",beds and borderspatio and containerssmall gardens,informal and cottage,0,0,0,0,3,5,90,150.0,2,0
buddleja davidii buzz sky blue butterfly bush,"5
– 9",46,shrubs,17,full sun,0,"3'
– 5'
(90cm
– 150cm)","3'
– 5'
(90cm
– 150cm)",average,0,,moist but well-drained,23,"deer, drought, rabbit",beds and borderspatio and containerssmall gardens,informal and cottage,0,0,0,0,3,5,90,150.0,2,0
buddleja davidii pink delight butterfly bush,"5
– 9",46,shrubs,17,full sun,0,"5'
– 7'
(150cm
– 210cm)","5'
– 7'
(150cm
– 210cm)",average,4,,"moist but well-drained, well-drained",24,"clay soil, deer, drought, rabbit",beds and borderswall-side borders,coastal gardeninformal and cottageprairie and meadow,11,16,12,17,5,7,150,210.0,2,0
buddleja davidii white profusion butterfly bush,"5
– 9",46,shrubs,17,full sun,0,"5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",average,4,,"moist but well-drained, well-drained",24,"clay soil, deer, drought, rabbit",beds and borders,informal and cottageprairie and meadow,11,2,12,2,5,6,150,180.0,2,0
buddleja flutterby petite blue heaven butterfly bush,"5
– 10",46,shrubs,17,full sun,3,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,0,,"moist but well-drained, well-drained",23,"deer,  drought, rabbit",beds and bordersground coverspatio and containerssmall gardens,informal and cottage,1,1,1,1,2,3,60,90.0,2,3
buddleja flutterby petite tutti fruitti pink butterfly bush,"5
– 10",46,shrubs,17,full sun,3,"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,0,,"moist but well-drained, well-drained",23,"deer, drought, rabbit",beds and bordersground coverspatio and containerssmall gardens,informal and cottage,1,1,1,1,2,3,60,90.0,2,3
buxus green velvet boxwood,"5
– 8",49,shrubs,18,"full sun, partial sun, shade",2,"3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,4,,"moist but well-drained, well-drained",1,"deer, drought, rabbit",beds and bordershedges and screenspatio and containers,city and courtyardformal gardenmediterranean gardenmodern garden,0,15,0,15,3,4,90,120.0,2,5
buxus microphylla faulkner smallleaved boxwood,"6
– 9",50,shrubs,18,"full sun, partial sun, shade",2,"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,4,,"moist but well-drained, well-drained",3,"deer, drought, rabbit",beds and bordershedges and screenspatio and containers,city and courtyardformal gardenmediterranean gardenmodern garden,0,15,0,15,2,3,60,90.0,0,0
buxus microphylla var. japonica green beauty japanese boxwood,"6
– 9",51,shrubs,18,"full sun, partial sun, shade",2,"3'
– 5'
(90cm
– 150cm)","3'
– 5'
(90cm
– 150cm)",average,4,,"moist but well-drained, well-drained",1,"deer, drought, rabbit",beds and bordershedges and screens,city and courtyardformal gardenmediterranean gardenmodern garden,0,0,0,0,3,5,90,150.0,0,0
buxus sempervirens blauer heinz boxwood,"5
– 9",52,shrubs,18,"full sun, partial sun, shade",2,"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,4,,"moist but well-drained, well-drained",1,"deer, drought, rabbit",beds and borderspatio and containerssmall gardens,city and courtyardformal gardenmediterranean gardenmodern garden,3,3,3,3,1,2,30,60.0,2,0
buxus sempervirens graham blandy boxwood,"6
– 8",52,shrubs,18,"full sun, partial sun, shade",2,"5'
– 15'
(150cm
– 4.5m)","1'
– 2'
(30cm
– 60cm)",average,4,,"moist but well-drained, well-drained",3,"deer, drought, rabbit",beds and bordershedges and screenssmall gardens,city and courtyardformal gardenmediterranean gardenmodern garden,11,8,12,8,1,2,30,60.0,0,5
buxus sempervirens suffruticosa boxwood,"5
– 8",52,shrubs,18,"full sun, partial sun, shade",2,"2'
– 3'
(60cm
– 90cm)","2'
– 4'
(60cm
– 120cm)",average,4,,"moist but well-drained, well-drained",1,"deer, drought, rabbit",banks and slopesbeds and bordersground covershedges and screenspatio and containerssmall gardens,city and courtyardformal gardenmediterranean gardenmodern garden,1,1,1,1,2,4,60,120.0,2,5
