,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles
50,Acer palmatum 'Bloodgood' (Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 20'
(4.5m
– 6m)","15'
– 20'
(4.5m
– 6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
51,Acer palmatum 'Butterfly' (Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6,  7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,Partial Sun,"Spring (Early,Mid,Late)","7'
– 12'
(210cm
– 3.6m)","4'
– 8'
(120cm
– 240cm)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
52,Acer palmatum 'Chitose-Yama' (Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","8'
– 12'
(240cm
– 3.6m)","9'
– 10'
(270cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
53,Acer palmatum 'Crimson Queen' (Laceleaf Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","8'
– 10'
(240cm
– 3m)","10'
– 12'
(3m
– 3.6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Banks and Slopes,Beds and Borders,Patio and Containers","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
54,Acer palmatum 'Crippsii' (Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
55,Acer palmatum 'Deshojo' (Japanese Maple),"5
– 9","2, 2B, 3, 3A,  3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","8'
– 10'
(240cm
– 3m)","8'
– 10'
(240cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
56,Acer palmatum 'Dissectum Atropurpureum' (Laceleaf Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","6'
– 8'
(180cm
– 240cm)","6'
– 8'
(180cm
– 240cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Banks and Slopes,Beds and Borders","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
57,Acer palmatum 'Eddisbury' (Coral Bark Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","10'
– 15'
(3m
– 4.5m)","6'
– 10'
(180cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
58,Acer palmatum 'Emerald Lace' (Laceleaf Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","10'
– 13'
(3m
– 3.9m)","10'
– 13'
(3m
– 3.9m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
59,Acer palmatum 'Fireglow' (Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","12'
– 15'
(3.6m
– 4.5m)","12'
– 15'
(3.6m
– 4.5m)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,Patio and Containers,"City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
60,Acer palmatum 'Garnet' (Laceleaf Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","6'
– 8'
(180cm
– 240cm)","8'
– 12'
(240cm
– 3.6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
61,Acer palmatum 'Katsura' (Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","5'
– 9'
(150cm
– 270cm)","5'
– 9'
(150cm
– 270cm)",Average,"Chalk, Clay, Loam,  Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
62,Acer palmatum 'Koto-no-ito' (Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,Beds and Borders,"City and Courtyard,Coastal Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
63,Acer palmatum 'Orange Dream' (Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","8'
– 10'
(240cm
– 3m)","5'
– 6'
(150cm
– 180cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
64,Acer palmatum 'Orangeola' (Laceleaf Japanese Maple),"6
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","4'
– 8'
(120cm
– 240cm)","3'
– 7'
 (90cm
– 210cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
65,Acer palmatum 'Ornatum' (Laceleaf Japanese Maple),"6
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12,  14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","8'
– 15'
(240cm
– 4.5m)","8'
– 10'
(240cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,Beds and Borders,"City and Courtyard,Coastal Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
66,Acer palmatum 'Osakazuki' (Japanese Maple),"5
 – 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 25'
(4.5m
– 7.5m)","10'
– 15'
(3m
– 4.5m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
67,Acer palmatum 'Red Dragon' (Laceleaf Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","6'
– 8'
(180cm
– 240cm)","6'
– 8'
(180cm
– 240cm)",Average,"Chalk,  Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
68,Acer palmatum 'Sango-Kaku' (Coral Bark Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","20'
– 25'
(6m
– 7.5m)","15'
– 20'
(4.5m
– 6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
69,Acer palmatum 'Seiryu' (Laceleaf Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16,  17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","10'
– 15'
(3m
– 4.5m)","8'
– 12'
(240cm
– 3.6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
70,Acer palmatum 'Shaina' (Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B,  4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","4'
– 6'
(120cm
– 180cm)","3'
– 4'
(90cm
– 120cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
71,Acer palmatum 'Shin-Deshojo' (Japanese Maple),"5
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","5'
– 10'
(150cm
– 3m)","5'
– 10'
(150cm
– 3m)",Average,"Chalk,  Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
72,Acer palmatum 'Skeeter's Broom' (Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
73,Acer palmatum 'Tamukeyama' (Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","6'
– 10'
(180cm
– 3m)","10'
– 12'
(3m
– 3.6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Banks and Slopes,Patio and Containers","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
74,Acer palmatum 'Trompenburg' (Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 25'
(4.5m
– 7.5m)","10'
– 15'
(3m
– 4.5m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,"Plant of Merit, Showy",Rabbit,Beds and Borders,"City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
75,Acer palmatum 'Twombly's Red Sentinel' (Japanese Maple),"5
 – 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","10'
– 15'
(3m
– 4.5m)","7'
– 8'
(210cm
– 240cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
76,Acer palmatum 'Ukigumo' (Japanese Maple),"6
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,Partial Sun,"Spring (Early,Mid,Late)","7'
– 12'
(210cm
– 3.6m)","4'
– 8'
(120cm
– 240cm)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
77,Acer palmatum 'Wilson's Pink Dwarf' (Japanese Maple),"6
– 9","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","2'
– 4'
(60cm
– 120cm)","5'
– 6'
(150cm
– 180cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
78,Acer palmatum Dissectum Viride Group (Laceleaf Japanese Maple),"5
– 8","2, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, A3",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,Rabbit,"Beds and Borders,Patio and Containers","City and Courtyard,Gravel and Rock Garden,Informal and Cottage,Japanese Garden,Traditional Garden"
79,Acer shirasawanum 'Aureum' (Golden Full Moon Maple),"5
– 7","3, 3B, 4, 5, 6, 14, 15, 16","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","15'
– 20'
(4.5m
– 6m)","15'
– 20'
(4.5m
– 6m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Plant of Merit, Showy",,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
80,Acer shirasawanum 'Autumn Moon' (Full Moon Maple),"5
– 7","3, 3B, 4, 5, 6, 14, 15, 16","Shrubs, Trees",Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","8'
– 15'
(240cm
– 4.5m)","8'
– 18'
(240cm
– 5.4m)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
81,Acer shirasawanum 'Kawaii' (Full Moon Maple),"5
– 7","3, 3B, 4, 5, 6, 14, 15, 16",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","1'
– 2'
(30cm
– 60cm)","2'
– 4'
(60cm
– 120cm)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
82,Acer shirasawanum 'Moonrise' (Full Moon Maple),"5
– 7","3, 3B, 4, 5, 6, 14, 15, 16",Shrubs,Acer - Maples,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","10'
– 12'
(3m
– 3.6m)","5'
– 6'
(150cm
– 180cm)",Average,"Clay, Loam, Sand","Acid, Neutral",Moist but Well-Drained,Showy,,"Beds and Borders,Patio and Containers,Small Gardens","City and Courtyard,Informal and Cottage,Japanese Garden,Traditional Garden"
83,Acmispon glaber (Deerweed),"7
– 11",,"Perennials, Shrubs",,Full Sun,"Spring (Early,Mid,Late)","1'
– 3'
(30cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",Low,"Loam, Sand","Acid, Alkaline,  Neutral",Well-Drained,Showy,"Drought, Dry Soil",,"Informal and Cottage,Prairie and Meadow"
84,Aesculus californica (California Buckeye),"7
– 8","3, 3A, 3B, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Shrubs, Trees",Aesculus,"Full Sun, Partial Sun",Spring (Late),"15'
– 30'
(4.5m
– 9m)","15'
– 30'
(4.5m
– 9m)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries",Deer,,Prairie and Meadow
85,Aesculus parviflora (Bottlebrush Buckeye),"4
– 8",,Shrubs,Aesculus,"Full Sun, Partial Sun, Shade","Summer (Early,Mid)","8'
– 12'
(240cm
– 3.6m)","8'
 – 15'
(240cm
– 4.5m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Plant of Merit, Showy","Deer, Rabbit, Wet Soil","Beds and Borders,Hedges and Screens","Informal and Cottage,Traditional Garden"
86,Aesculus pavia (Red Buckeye),"5
 – 9","2, 2A, 2B, 3, 3A, 3B, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Shrubs, Trees",Aesculus,"Full Sun, Partial Sun","Spring (Mid,Late)","12'
– 15'
(3.6m
– 4.5m)","12'
– 15'
(3.6m
– 4.5m)","Low, Average","Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Well-Drained","Showy, Fruit & Berries","Clay Soil, Dry Soil","Hedges and Screens,Small Gardens",Prairie and Meadow
87,Agarista populifolia (Florida Hobblebush),"7
– 9",,Shrubs,,"Partial Sun, Shade","Spring (Early,Mid,Late)","8'
– 12'
(240cm
– 3.6m)","5'
– 6'
(150cm
– 180cm)",Average,"Clay, Loam, Sand",Acid,Moist but Well-Drained,"Showy, Evergreen","Deer, Wet Soil","Banks and Slopes,Beds and Borders,Hedges and Screens,Ponds and Streams","Informal and Cottage,Prairie and Meadow"
88,Albizia julibrissin 'Summer Chocolate' (Silk Tree),"6
– 9","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23","Shrubs, Trees",Albizia - Mimosas,Full Sun,"Summer (Early,Mid,Late)","15'
– 20'
(4.5m
– 6m)","18'
– 20'
(5.4m
– 6m)",Average,"Chalk, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Fragrant, Plant of Merit, Showy","Deer, Drought",Beds and Borders,"City and Courtyard,Coastal Garden,Mediterranean Garden"
89,Albizia julibrissin Chocolate Fountain™ (Silk Tree),"6
– 10","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23","Shrubs, Trees",Albizia - Mimosas,Full Sun,"Summer (Early,Mid,Late)","15'
– 20'
(4.5m
– 6m)","13'
– 15'
(3.9m
– 4.5m)",Average,"Chalk, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Fragrant, Showy","Deer, Drought",Beds and Borders,"City and Courtyard,Coastal Garden,Mediterranean Garden"
90,Allamanda blanchetii (Purple Allamanda),"9
– 11","23, 24, H1, H2","Climbers, Shrubs",,Full Sun,"Spring (Early,Mid,Late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Showy, Evergreen",,"Arbors, Pergolas, Trellises,Patio and Containers",
91,Allamanda cathartica (Golden Trumpet),"10
– 11","23, 24, H1, H2","Climbers, Shrubs",,Full Sun,"Spring (Early,Mid,Late)","10'
– 20'
(3m
– 6m)","3'
– 6'
(90cm
– 180cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Fragrant, Showy, Evergreen",,"Arbors, Pergolas, Trellises,Patio and Containers",
92,Allamanda schottii (Bush Allamanda),"10
 – 11","23, 24, H1, H2",Shrubs,,Full Sun,"Spring (Early,Mid,Late)","4'
– 5'
(120cm
– 150cm)","4'
– 5'
(120cm
– 150cm)",Average,"Chalk, Clay, Loam, Sand","Acid, Alkaline, Neutral",Moist but Well-Drained,"Showy, Evergreen, Fruit & Berries",,"Beds and Borders,Hedges and Screens,Patio and Containers",
93,Alnus serrulata (Smooth Alder),"4
– 9",,"Shrubs, Trees",,"Full Sun, Partial Sun","Spring (Early,Mid,Late)","10'
– 20'
 (3m
– 6m)","8'
– 15'
(240cm
– 4.5m)","Average, High","Clay, Loam, Sand","Acid, Alkaline, Neutral","Moist but Well-Drained, Moisture Retentive, Poorly Drained","Showy, Fruit & Berries","Clay Soil, Wet Soil","Bog Gardens,Ponds and Streams,Rain Gardens","Informal and Cottage,Prairie and Meadow"
94,Aloe arborescens (Torch Aloe),"9
– 11","8,  9, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, H1, H2","Cactus - Succulents, Shrubs",Aloe,Full Sun,"Spring (Early,Mid,Late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",Low,"Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Showy, Evergreen","Deer, Drought, Salt","Beds and Borders,Hedges and Screens,Patio and Containers","Coastal Garden,Gravel and Rock Garden,Informal and Cottage,Mediterranean Garden"
95,Aloe plicatilis (Fan Aloe),"9
– 12","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","Cactus - Succulents, Shrubs",Aloe,Full Sun,"Spring (Early,Mid,Late)","4'
– 8'
(120cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",Low,"Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Plant of Merit, Showy, Evergreen","Deer, Drought","Beds and Borders,Patio and Containers","Coastal Garden,Gravel and Rock Garden,Mediterranean Garden"
96,Aloysia citrodora (Lemon Verbena),"8
– 11","9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21","Herbs, Shrubs",,Full Sun,"Spring (Mid,Late)","6'
– 8'
(180cm
– 240cm)","6'
– 8'
(180cm
– 240cm)",Average,"Chalk, Loam, Sand","Acid, Alkaline, Neutral",Well-Drained,"Fragrant, Plant of Merit, Showy",,"Beds and Borders,Patio and Containers,Wall-Side Borders","City and Courtyard,Informal and Cottage,Mediterranean Garden"
