Unnamed: 0,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm),Hardiness(Min),Hardiness(Max)
68,acer palmatum sangokaku coral bark maple,"5
– 8","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3","shrubs, trees",acer - maples,"full sun, partial sun","spring (early,mid,late)","20'
– 25'
(6m
– 7.5m)","15'
– 20'
(4.5m
– 6m)",average,"chalk, clay, loam, sand",,moist but well-drained,"plant of merit, showy",rabbit,beds and borders,city and courtyardinformal and cottagejapanese gardentraditional garden,20,25,600,750,15,20,450,600,5,8
69,acer palmatum seiryu laceleaf japanese maple,"5
– 9","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16,  17, 18, 19, 20, 21, 22, 23, 24, a3",shrubs,acer - maples,"full sun, partial sun","spring (early,mid,late)","10'
– 15'
(3m
– 4.5m)","8'
– 12'
(240cm
– 3.6m)",average,"chalk, clay, loam, sand",,moist but well-drained,"plant of merit, showy",rabbit,beds and borderspatio and containers,city and courtyardgravel and rock gardeninformal and cottagejapanese gardentraditional garden,10,15,300,450,8,12,240,360,5,9
70,acer palmatum shaina japanese maple,"5
– 9","2, 2b, 3, 3a, 3b,  4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3","shrubs, trees",acer - maples,"full sun, partial sun","spring (early,mid,late)","4'
– 6'
(120cm
– 180cm)","3'
– 4'
(90cm
– 120cm)",average,"chalk, clay, loam, sand",,moist but well-drained,showy,rabbit,beds and borderspatio and containerssmall gardens,city and courtyardgravel and rock gardeninformal and cottagejapanese gardentraditional garden,4,6,120,180,3,4,90,120,5,9
71,acer palmatum shindeshojo japanese maple,"5
– 9","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3","shrubs, trees",acer - maples,"full sun, partial sun","spring (early,mid,late)","5'
– 10'
(150cm
– 3m)","5'
– 10'
(150cm
– 3m)",average,"chalk,  clay, loam, sand",,moist but well-drained,"plant of merit, showy",rabbit,beds and borderspatio and containerssmall gardens,city and courtyardinformal and cottagejapanese gardentraditional garden,5,10,150,300,5,10,150,300,5,9
72,acer palmatum skeeters broom japanese maple,"5
– 8","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3",shrubs,acer - maples,"full sun, partial sun","spring (early,mid,late)","4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)",average,"clay, loam, sand",,moist but well-drained,showy,rabbit,beds and borderspatio and containerssmall gardens,city and courtyardinformal and cottagejapanese gardentraditional garden,4,6,120,180,4,6,120,180,5,8
73,acer palmatum tamukeyama japanese maple,"5
– 8","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3","shrubs, trees",acer - maples,"full sun, partial sun","spring (early,mid,late)","6'
– 10'
(180cm
– 3m)","10'
– 12'
(3m
– 3.6m)",average,"chalk, clay, loam, sand",,moist but well-drained,showy,rabbit,banks and slopespatio and containers,city and courtyardgravel and rock gardeninformal and cottagejapanese gardentraditional garden,6,10,180,300,10,12,300,360,5,8
74,acer palmatum trompenburg japanese maple,"5
– 8","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3","shrubs, trees",acer - maples,"full sun, partial sun","spring (early,mid,late)","15'
– 25'
(4.5m
– 7.5m)","10'
– 15'
(3m
– 4.5m)",average,"chalk, clay, loam, sand",,moist but well-drained,"plant of merit, showy",rabbit,beds and borders,city and courtyardinformal and cottagejapanese gardentraditional garden,15,25,450,750,10,15,300,450,5,8
75,acer palmatum twomblys red sentinel japanese maple,"5
 – 9","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3","shrubs, trees",acer - maples,"full sun, partial sun","spring (early,mid,late)","10'
– 15'
(3m
– 4.5m)","7'
– 8'
(210cm
– 240cm)",average,"chalk, clay, loam, sand",,moist but well-drained,showy,rabbit,beds and borderspatio and containerssmall gardens,city and courtyardinformal and cottagejapanese gardentraditional garden,10,15,300,450,7,8,210,240,5,9
76,acer palmatum ukigumo japanese maple,"6
– 9","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3","shrubs, trees",acer - maples,partial sun,"spring (early,mid,late)","7'
– 12'
(210cm
– 3.6m)","4'
– 8'
(120cm
– 240cm)",average,"clay, loam, sand",,moist but well-drained,showy,rabbit,beds and borderspatio and containerssmall gardens,city and courtyardinformal and cottagejapanese gardentraditional garden,7,12,210,360,4,8,120,240,6,9
77,acer palmatum wilsons pink dwarf japanese maple,"6
– 9","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3","shrubs, trees",acer - maples,"full sun, partial sun","spring (early,mid,late)","2'
– 4'
(60cm
– 120cm)","5'
– 6'
(150cm
– 180cm)",average,"chalk, clay, loam, sand",,moist but well-drained,showy,rabbit,beds and borderspatio and containerssmall gardens,city and courtyardgravel and rock gardeninformal and cottagejapanese gardentraditional garden,2,4,60,120,5,6,150,180,6,9
78,acer palmatum dissectum viride group laceleaf japanese maple,"5
– 8","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3",shrubs,acer - maples,"full sun, partial sun","spring (early,mid,late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",average,"chalk, clay, loam, sand",,moist but well-drained,showy,rabbit,beds and borderspatio and containers,city and courtyardgravel and rock gardeninformal and cottagejapanese gardentraditional garden,6,10,180,300,6,10,180,300,5,8
86,aesculus pavia red buckeye,"5
 – 9","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","shrubs, trees",aesculus,"full sun, partial sun","spring (mid,late)","12'
– 15'
(3.6m
– 4.5m)","12'
– 15'
(3.6m
– 4.5m)","low, average","chalk, clay, loam, sand",,"moist but well-drained, well-drained","showy, fruit & berries","clay soil, dry soil",hedges and screenssmall gardens,prairie and meadow,12,15,360,450,12,15,360,450,5,9
88,albizia julibrissin summer chocolate silk tree,"6
– 9","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23","shrubs, trees",albizia - mimosas,full sun,"summer (early,mid,late)","15'
– 20'
(4.5m
– 6m)","18'
– 20'
(5.4m
– 6m)",average,"chalk, loam, sand",,well-drained,"fragrant, plant of merit, showy","deer, drought",beds and borders,city and courtyardcoastal gardenmediterranean garden,15,20,450,600,18,20,540,600,6,9
89,albizia julibrissin chocolate fountain silk tree,"6
– 10","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23","shrubs, trees",albizia - mimosas,full sun,"summer (early,mid,late)","15'
– 20'
(4.5m
– 6m)","13'
– 15'
(3.9m
– 4.5m)",average,"chalk, loam, sand",,well-drained,"fragrant, showy","deer, drought",beds and borders,city and courtyardcoastal gardenmediterranean garden,15,20,450,600,13,15,390,450,6,10
94,aloe arborescens torch aloe,"9
– 11","8,  9, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2","cactus - succulents, shrubs",aloe,full sun,"spring (early,mid,late)","6'
– 10'
(180cm
– 3m)","6'
– 10'
(180cm
– 3m)",low,"loam, sand",,well-drained,"showy, evergreen","deer, drought, salt",beds and bordershedges and screenspatio and containers,coastal gardengravel and rock gardeninformal and cottagemediterranean garden,6,10,180,300,6,10,180,300,9,11
95,aloe plicatilis fan aloe,"9
– 12","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","cactus - succulents, shrubs",aloe,full sun,"spring (early,mid,late)","4'
– 8'
(120cm
– 240cm)","4'
– 6'
(120cm
– 180cm)",low,"loam, sand",,well-drained,"plant of merit, showy, evergreen","deer, drought",beds and borderspatio and containers,coastal gardengravel and rock gardenmediterranean garden,4,8,120,240,4,6,120,180,9,12
100,amelanchier alnifolia regent serviceberry,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6",shrubs,amelanchier - serviceberries,"full sun, partial sun","spring (mid,late)","3'
– 6'
(90cm
– 180cm)","3'
– 6'
(90cm
– 180cm)",average,"loam, sand",,"moist but well-drained, well-drained","fragrant, plant of merit, showy, fruit & berries",drought,beds and bordershedges and screens,city and courtyardinformal and cottageprairie and meadowtraditional garden,3,6,90,180,3,6,90,180,2,7
101,amelanchier alnifolia serviceberry,"2
– 7","1, 1a, 1b, 2, 2a, 2b,  3, 3a, 3b, 4, 5, 6",shrubs,amelanchier - serviceberries,"full sun, partial sun","spring (mid,late)","10'
– 15'
(3m
– 4.5m)","10'
– 15'
(3m
– 4.5m)",average,"loam, sand",,"moist but well-drained, well-drained","fragrant, showy, fruit & berries",drought,beds and bordershedges and screens,city and courtyardinformal and cottageprairie and meadowtraditional garden,10,15,300,450,10,15,300,450,2,7
103,amelanchier canadensis canadian serviceberry,"4
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6","shrubs, trees",amelanchier - serviceberries,"full sun, partial sun","spring (mid,late)","25'
– 30'
(7.5m
– 9m)","15'
– 20'
(4.5m
– 6m)","low, average, high","clay, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, fruit & berries","clay soil, dry soil, wet soil",banks and slopeshedges and screensponds and streams,city and courtyardinformal and cottageprairie and meadow,25,30,750,900,15,20,450,600,4,8
108,amelanchier utahensis utah serviceberry,"4
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21",shrubs,amelanchier - serviceberries,"full sun, partial sun","spring (mid,late)","10'
– 15'
(3m
– 4.5m)","10'
– 15'
(3m
– 4.5m)",low,"clay, loam, sand",,well-drained,"showy, fruit & berries","clay soil, drought, dry soil, rocky soil",hedges and screens,informal and cottageprairie and meadow,10,15,300,450,10,15,300,450,4,8
115,arbutus unedo strawberry tree,"7
– 10","4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","shrubs, trees",arbutus,"full sun, partial sun","spring (early,mid,late)","6'
– 15'
(180cm
– 4.5m)","6'
– 15'
(180cm
– 4.5m)","low, average","clay, loam,  sand",,"moist but well-drained, well-drained","fragrant, showy, evergreen, fruit & berries",drought,beds and bordershedges and screenspatio and containers,coastal gardeninformal and cottagemediterranean garden,6,15,180,450,6,15,180,450,7,10
116,arctostaphylos glauca big berry manzanita,"8
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","shrubs, trees",arctostaphylos - manzanitas,full sun,"spring (early,mid,late)","15'
– 20'
(4.5m
– 6m)","15'
– 20'
(4.5m
– 6m)",low,"clay, loam, sand",,well-drained,"evergreen, fruit & berries","deer, drought",banks and slopeshedges and screens,mediterranean garden,15,20,450,600,15,20,450,600,8,10
117,arctostaphylos manzanita common manzanita,"8
– 10","4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,arctostaphylos - manzanitas,"full sun, partial sun","spring (early,mid,late)","10'
– 12'
(3m
– 3.6m)","10'
– 12'
(3m
– 3.6m)",low,"clay, loam, sand",,well-drained,"evergreen, fruit & berries","deer, drought",banks and slopeshedges and screens,mediterranean garden,10,12,300,360,10,12,300,360,8,10
118,arctostaphylos uvaursi massachusetts bearberry,"2
– 6","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3",shrubs,arctostaphylos - manzanitas,"full sun, partial sun","spring (early,mid,late)","6""
– 1'
(15cm
– 30cm)","3'
– 6'
(90cm
– 180cm)",low,"loam, sand",,well-drained,"evergreen, fruit & berries","drought, dry soil, rocky soil",banks and slopesbeds and bordersground coverspatio and containersunderplanting roses and shrubs,coastal gardengravel and rock gardeninformal and cottage,6,1,15,30,3,6,90,180,2,6
119,arctostaphylos uvaursi vancouver jade bearberry,"2
– 6","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3",shrubs,arctostaphylos - manzanitas,"full sun, partial sun","spring (early,mid,late)","4""
– 6""
(10cm
– 15cm)","2'
– 3'
(60cm
– 90cm)",low,"loam, sand",,well-drained,"evergreen, fruit & berries","drought, dry soil, rocky soil",banks and slopesbeds and bordersground coverspatio and containersunderplanting roses and shrubs,coastal gardengravel and rock gardeninformal and cottage,4,6,10,15,2,3,60,90,2,6
120,arctostaphylos uvaursi bearberry,"2
– 6","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3",shrubs,arctostaphylos - manzanitas,"full sun, partial sun","spring (early,mid,late)","6""
– 1'
(15cm
– 30cm)","3'
– 6'
(90cm
– 180cm)",low,"loam, sand",,well-drained,"evergreen, fruit & berries","drought, dry soil, rocky soil, salt",banks and slopesbeds and bordersground coverspatio and containersunderplanting roses and shrubs,coastal gardengravel and rock gardeninformal and cottage,6,1,15,30,3,6,90,180,2,6
122,aronia arbutifolia brilliantissima red chokeberry,"4
– 9","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 17",shrubs,aronia - chokeberries,"full sun, partial sun","spring (mid,late)","6'
– 10'
(180cm
– 3m)","3'
– 5'
(90cm
– 150cm)",average,"clay, loam",,moist but well-drained,"plant of merit, showy, fruit & berries","deer, dry soil, wet soil",beds and bordershedges and screensponds and streams,informal and cottageprairie and meadowtraditional garden,6,10,180,300,3,5,90,150,4,9
123,aronia arbutifolia red chokeberry,"4
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 17",shrubs,aronia - chokeberries,"full sun, partial sun","spring (mid,late)","5'
– 10'
(150cm
– 3m)","3'
– 5'
(90cm
– 150cm)",average,"clay, loam",,moist but well-drained,"showy, semi-evergreen, fruit & berries","deer, dry soil, wet soil",beds and bordershedges and screensponds and streams,informal and cottageprairie and meadowtraditional garden,5,10,150,300,3,5,90,150,4,9
124,aronia melanocarpa black chokeberry,"3
– 8","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 17, a1, a2",shrubs,aronia - chokeberries,"full sun, partial sun","spring (mid,late)","3'
– 6'
(90cm
– 180cm)","3'
– 6'
(90cm
– 180cm)",average,"chalk, clay, loam, sand",,well-drained,"fragrant, plant of merit, showy, fruit & berries","deer, drought, dry soil, salt, wet soil",beds and bordershedges and screensponds and streamsrain gardenssmall gardens,city and courtyardinformal and cottageprairie and meadowtraditional garden,3,6,90,180,3,6,90,180,3,8
125,aronia melanocarpa ground hug black chokeberry,"3
– 8","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 17, a1, a2",shrubs,aronia - chokeberries,"full sun, partial sun","spring (mid,late)","8""
– 2'
(20cm
– 60cm)","3'
(90cm)",average,"chalk, clay, loam, sand",,well-drained,"showy, fruit & berries","drought, salt",banks and slopesbog gardensground covers,city and courtyardinformal and cottage,8,2,20,60,3,nan,90,,3,8
126,artemisia powis castle,"6
– 9","2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,artemisia,full sun,"spring (early,mid,late)","2'
– 3'
(60cm
– 90cm)","3'
– 6'
(90cm
– 180cm)",average,"chalk, loam, sand",,well-drained,"fragrant, plant of merit, evergreen","deer, drought, rabbit, dry soil",beds and borders,gravel and rock gardeninformal and cottagetraditional garden,2,3,60,90,3,6,90,180,6,9
127,artemisia abrotanum southernwood,"4
– 8","2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",artemisia,full sun,summer (late),"2'
– 4'
(60cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",low,"chalk, clay, loam, sand",,well-drained,"dried arrangements, fragrant, showy","deer, drought, rabbit, dry soil",beds and bordershedges and screenspathwayspatio and containers,informal and cottagemediterranean garden,2,4,60,120,2,3,60,90,4,8
128,artemisia douglasiana douglas mugwort,"6
– 10","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","perennials, shrubs",artemisia,"full sun, partial sun, shade","spring (early,mid,late)","3'
– 5'
(90cm
– 150cm)","3'
– 4'
(90cm
– 120cm)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","fragrant, showy",deer,ground covers,informal and cottageprairie and meadow,3,5,90,150,3,4,90,120,6,10
129,artemisia filifolia sand sagebrush,"4
– 8","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18,  19, 20, 21, 22, 23, 24",shrubs,artemisia,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",low,sand,,well-drained,"fragrant, showy, evergreen, semi-evergreen","clay soil, drought, dry soil, rocky soil",banks and slopesground covershedges and screens,informal and cottagemediterranean garden,3,4,90,120,3,4,90,120,4,8
130,artemisia tridentata big sagebrush,"4
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","shrubs, trees",artemisia,full sun,"spring (early,mid,late)","3'
– 15'
(90cm
– 4.5m)","3'
– 10'
(90cm
– 3m)",low,"loam, sand",,well-drained,"fragrant, showy, evergreen","deer, drought, dry soil, rocky soil",banks and slopesground covershedges and screens,informal and cottagemediterranean garden,3,15,90,450,3,10,90,300,4,9
131,aruncus dioicus goats beard,"3
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, a2, a3","perennials, shrubs",aruncus - goat's beards,"full sun, partial sun","summer (early,mid)","4'
– 6'
(120cm
– 180cm)","2'
– 4'
(60cm
– 120cm)",high,"clay, loam",,moist but well-drained,"plant of merit, showy",rabbit,beds and bordersbog gardenshedges and screensponds and streamsrain gardens,informal and cottagetraditional garden,4,6,120,180,2,4,60,120,3,9
132,asclepias curassavica silky deep red tropical milkweed,"9
– 11","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2",shrubs,asclepias,full sun,spring (late),"3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,"loam, sand",,well-drained,"showy, evergreen",deer,beds and borderspatio and containers,informal and cottageprairie and meadow,3,4,90,120,2,3,60,90,9,11
133,asclepias curassavica tropical milkweed,"9
– 11","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2",shrubs,asclepias,full sun,"summer (early,mid,late)","2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)","low, average, high","loam, sand",,well-drained,"showy, evergreen","deer, dry soil, wet soil",beds and borderspatio and containers,informal and cottageprairie and meadow,2,3,60,90,1,2,30,60,9,11
147,berberis koreana korean barberry,"3
– 7","1a, 1b, 2a, 2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17",shrubs,berberis - barberries,"full sun, partial sun","spring (mid,late)","4'
– 6'
(120cm
– 180cm)","4'
– 6'
(120cm
– 180cm)","low, average","clay, loam, sand",,"moist but well-drained, well-drained","showy, semi-evergreen, fruit & berries","deer, drought",beds and bordershedges and screens,informal and cottagetraditional garden,4,6,120,180,4,6,120,180,3,7
149,berberis pinnata california barberry,"7
– 10","4, 5, 6, 7, 8, 9, 14,  15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,berberis - barberries,"partial sun, shade","spring (early,mid)","3'
– 7'
(90cm
– 210cm)","4'
– 5'
(120cm
– 150cm)","low, average","chalk, clay, loam, sand",,"moist but well-drained, well-drained","showy, evergreen, fruit & berries",deer,banks and slopesbeds and bordershedges and screens,coastal gardeninformal and cottageprairie and meadow,3,7,90,210,4,5,120,150,7,10
150,berberis thunbergii atropurpurea nana japanese barberry,"4
– 8","2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a3",shrubs,berberis - barberries,"full sun, partial sun","spring (mid,late)","1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)","low, average","chalk, clay, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, fruit & berries","clay soil, deer, drought, dry soil",beds and bordershedges and screens,city and courtyardcoastal gardengravel and rock gardeninformal and cottage,1,2,30,60,2,3,60,90,4,8
